1	1	1	construccion
2	2	1	construccion
3	3	1	construccion
4	5	2	construccion
5	1	3	construccion
6	6	3	construccion
7	3	6	construccion
8	5	6	construccion
9	6	6	construccion
10	1	9	construccion
11	4	9	construccion
12	5	9	construccion
13	1	12	construccion
14	4	12	construccion
15	4	13	construccion
16	1	14	construccion
17	4	14	construccion
18	6	14	construccion
19	4	16	construccion
20	3	17	construccion
21	4	17	construccion
22	2	18	construccion
23	5	18	construccion
24	3	19	construccion
25	4	19	construccion
26	2	20	construccion
27	4	20	construccion
28	5	20	construccion
29	1	21	construccion
30	2	21	construccion
31	3	23	construccion
32	6	23	construccion
33	1	24	construccion
34	5	24	construccion
35	6	24	construccion
36	1	25	construccion
37	4	25	construccion
38	2	26	construccion
39	6	26	construccion
40	1	27	construccion
41	3	27	construccion
42	6	27	construccion
43	1	28	construccion
44	2	28	construccion
45	2	29	construccion
46	5	29	construccion
47	1	30	construccion
48	2	30	construccion
49	3	30	construccion
50	6	31	construccion
51	3	34	construccion
52	1	35	construccion
53	3	35	construccion
54	4	35	construccion
55	4	36	construccion
56	5	36	construccion
57	6	36	construccion
58	4	38	construccion
59	1	39	construccion
60	4	39	construccion
61	1	41	construccion
62	5	41	construccion
63	2	42	construccion
64	5	42	construccion
65	1	43	construccion
66	1	44	construccion
67	2	44	construccion
68	5	44	construccion
69	6	45	construccion
70	1	46	construccion
71	4	46	construccion
72	6	46	construccion
73	1	48	construccion
74	2	48	construccion
75	6	48	construccion
76	5	49	construccion
77	2	50	construccion
78	3	50	construccion
79	1	51	construccion
80	3	52	construccion
81	6	52	construccion
82	2	53	construccion
83	1	54	construccion
84	5	54	construccion
85	3	55	construccion
86	5	55	construccion
87	1	56	construccion
88	4	56	construccion
89	6	56	construccion
90	5	57	construccion
91	6	57	construccion
92	3	60	construccion
93	4	60	construccion
94	5	60	construccion
95	4	61	construccion
96	5	61	construccion
97	6	61	construccion
98	3	62	construccion
99	6	62	construccion
100	1	63	construccion
101	3	63	construccion
102	5	63	construccion
103	1	65	construccion
104	2	65	construccion
105	4	65	construccion
106	2	66	construccion
107	6	68	construccion
108	6	69	construccion
109	1	70	construccion
110	3	70	construccion
111	5	70	construccion
112	2	71	construccion
113	3	73	construccion
114	5	75	construccion
115	6	75	construccion
116	5	77	construccion
117	2	78	construccion
118	5	78	construccion
119	6	78	construccion
120	4	79	construccion
121	2	80	construccion
122	3	80	construccion
123	5	81	construccion
124	1	82	construccion
125	3	82	construccion
126	5	82	construccion
127	2	84	construccion
128	5	84	construccion
129	6	84	construccion
130	1	85	construccion
131	4	85	construccion
132	5	85	construccion
133	3	88	construccion
134	6	88	construccion
135	3	89	construccion
136	4	89	construccion
137	5	89	construccion
138	1	90	construccion
139	3	90	construccion
140	5	90	construccion
141	1	91	construccion
142	2	91	construccion
143	6	91	construccion
144	5	92	construccion
145	3	93	construccion
146	4	93	construccion
147	1	95	construccion
148	4	95	construccion
149	2	96	construccion
150	5	96	construccion
151	6	96	construccion
152	1	97	construccion
153	2	97	construccion
154	4	97	construccion
155	4	98	construccion
156	5	98	construccion
157	4	99	construccion
158	3	100	construccion
159	4	100	construccion
160	5	100	construccion
161	2	102	construccion
162	3	102	construccion
163	5	102	construccion
164	6	104	construccion
165	3	105	construccion
166	6	106	construccion
167	1	107	construccion
168	1	108	construccion
169	5	109	construccion
170	6	109	construccion
171	2	111	construccion
172	3	111	construccion
173	4	111	construccion
174	2	112	construccion
175	5	112	construccion
176	6	112	construccion
177	5	113	construccion
178	1	114	construccion
179	6	114	construccion
180	3	115	construccion
181	1	116	construccion
182	6	116	construccion
183	3	118	construccion
184	4	118	construccion
185	6	118	construccion
186	5	119	construccion
187	6	119	construccion
188	5	121	construccion
189	6	121	construccion
190	2	122	construccion
191	3	122	construccion
192	6	122	construccion
193	4	123	construccion
194	6	123	construccion
195	1	125	construccion
196	2	125	construccion
197	6	125	construccion
198	3	126	construccion
199	4	126	construccion
200	5	126	construccion
201	1	127	construccion
202	5	127	construccion
203	6	127	construccion
204	1	128	construccion
205	1	129	construccion
206	3	129	construccion
207	6	129	construccion
208	6	130	construccion
209	6	132	construccion
210	3	134	construccion
211	4	134	construccion
212	1	137	construccion
213	5	137	construccion
214	6	137	construccion
215	6	138	construccion
216	3	140	construccion
217	5	140	construccion
218	4	142	construccion
219	6	142	construccion
220	1	143	construccion
221	6	143	construccion
222	1	144	construccion
223	4	144	construccion
224	5	144	construccion
225	5	145	construccion
226	6	145	construccion
227	2	147	construccion
228	4	147	construccion
229	2	148	construccion
230	3	148	construccion
231	6	148	construccion
232	3	149	construccion
233	5	152	construccion
234	5	153	construccion
235	6	153	construccion
236	1	154	construccion
237	5	154	construccion
238	6	154	construccion
239	1	155	construccion
240	2	155	construccion
241	4	157	construccion
242	5	157	construccion
243	6	157	construccion
244	2	159	construccion
245	5	159	construccion
246	3	160	construccion
247	6	160	construccion
248	2	161	construccion
249	4	161	construccion
250	4	162	construccion
251	5	163	construccion
252	1	164	construccion
253	6	164	construccion
254	3	166	construccion
255	4	166	construccion
256	5	166	construccion
257	1	169	construccion
258	4	169	construccion
259	6	169	construccion
260	3	170	construccion
261	4	171	construccion
262	2	173	construccion
263	2	174	construccion
264	2	175	construccion
265	3	175	construccion
266	4	175	construccion
267	2	176	construccion
268	3	176	construccion
269	3	177	construccion
270	5	177	construccion
271	2	178	construccion
272	6	178	construccion
273	1	179	construccion
274	5	179	construccion
275	6	179	construccion
276	3	180	construccion
277	4	181	construccion
278	5	181	construccion
279	1	183	construccion
280	2	183	construccion
281	3	183	construccion
282	2	185	construccion
283	3	185	construccion
284	1	186	construccion
285	3	186	construccion
286	5	186	construccion
287	2	188	construccion
288	4	188	construccion
289	1	190	construccion
290	5	190	construccion
291	6	190	construccion
292	6	191	construccion
293	1	192	construccion
294	2	193	construccion
295	4	195	construccion
296	1	196	construccion
297	4	196	construccion
298	3	197	construccion
299	4	197	construccion
300	6	197	construccion
301	4	199	construccion
302	3	200	construccion
303	6	200	construccion
304	4	201	construccion
305	5	201	construccion
306	1	202	construccion
307	3	202	construccion
308	1	203	construccion
309	2	203	construccion
310	3	203	construccion
311	1	206	construccion
312	5	206	construccion
313	6	206	construccion
314	4	207	construccion
315	6	207	construccion
316	1	208	construccion
317	4	208	construccion
318	6	211	construccion
319	1	213	construccion
320	1	214	construccion
321	6	214	construccion
322	6	215	construccion
323	4	216	construccion
324	6	216	construccion
325	5	217	construccion
326	1	218	construccion
327	2	218	construccion
328	5	218	construccion
329	1	220	construccion
330	1	221	construccion
331	3	221	construccion
332	6	221	construccion
333	1	222	construccion
334	6	222	construccion
335	2	223	construccion
336	4	223	construccion
337	3	224	construccion
338	1	225	construccion
339	2	225	construccion
340	3	225	construccion
341	1	226	construccion
342	2	227	construccion
343	6	227	construccion
344	6	228	construccion
345	1	229	construccion
346	1	230	construccion
347	5	230	construccion
348	3	231	construccion
349	6	231	construccion
350	1	232	construccion
351	3	232	construccion
352	6	232	construccion
353	3	234	construccion
354	6	234	construccion
355	4	235	construccion
356	1	236	construccion
357	2	236	construccion
358	5	236	construccion
359	3	237	construccion
360	6	237	construccion
361	4	238	construccion
362	5	238	construccion
363	3	239	construccion
364	4	239	construccion
365	6	239	construccion
366	1	240	construccion
367	2	240	construccion
368	1	241	construccion
369	3	241	construccion
370	6	241	construccion
371	2	245	construccion
372	5	245	construccion
373	3	246	construccion
374	4	246	construccion
375	6	246	construccion
376	2	248	construccion
377	3	248	construccion
378	6	248	construccion
379	2	249	construccion
380	2	250	construccion
381	3	250	construccion
382	6	250	construccion
383	2	251	construccion
384	1	253	construccion
385	3	253	construccion
386	4	253	construccion
387	4	254	construccion
388	5	254	construccion
389	6	254	construccion
390	1	258	construccion
391	4	258	construccion
392	6	258	construccion
393	1	259	construccion
394	3	261	construccion
395	4	261	construccion
396	5	261	construccion
397	2	263	construccion
398	4	263	construccion
399	3	265	construccion
400	4	265	construccion
401	2	267	construccion
402	1	269	construccion
403	4	269	construccion
404	5	269	construccion
405	1	270	construccion
406	3	270	construccion
407	3	271	construccion
408	2	272	construccion
409	1	273	construccion
410	4	273	construccion
411	3	276	construccion
412	4	276	construccion
413	6	276	construccion
414	3	277	construccion
415	2	278	construccion
416	3	278	construccion
417	3	279	construccion
418	4	279	construccion
419	6	279	construccion
420	5	280	construccion
421	3	282	construccion
422	2	283	construccion
423	5	283	construccion
424	6	283	construccion
425	4	286	construccion
426	5	286	construccion
427	1	287	construccion
428	5	287	construccion
429	1	288	construccion
430	4	288	construccion
431	5	288	construccion
432	5	289	construccion
433	6	289	construccion
434	4	290	construccion
435	5	290	construccion
436	1	291	construccion
437	4	291	construccion
438	1	292	construccion
439	3	293	construccion
440	4	294	construccion
441	6	294	construccion
442	4	295	construccion
443	1	297	construccion
444	2	297	construccion
445	4	297	construccion
446	2	299	construccion
447	4	299	construccion
448	6	299	construccion
449	2	302	construccion
450	3	302	construccion
451	4	302	construccion
452	2	303	construccion
453	1	305	construccion
454	3	305	construccion
455	1	307	construccion
456	3	307	construccion
457	2	308	construccion
458	5	308	construccion
459	6	308	construccion
460	1	309	construccion
461	6	309	construccion
462	3	310	construccion
463	4	310	construccion
464	6	310	construccion
465	3	311	construccion
466	5	311	construccion
467	2	313	construccion
468	6	313	construccion
469	1	315	construccion
470	3	315	construccion
471	5	315	construccion
472	3	316	construccion
473	5	316	construccion
474	6	316	construccion
475	1	318	construccion
476	4	318	construccion
477	5	318	construccion
478	5	319	construccion
479	3	320	construccion
480	5	320	construccion
481	1	321	construccion
482	4	321	construccion
483	2	322	construccion
484	5	322	construccion
485	6	322	construccion
486	1	323	construccion
487	2	323	construccion
488	6	323	construccion
489	6	324	construccion
490	1	325	construccion
491	2	325	construccion
492	4	325	construccion
493	2	326	construccion
494	5	326	construccion
495	2	327	construccion
496	4	327	construccion
497	6	327	construccion
498	2	328	construccion
499	1	329	construccion
500	3	333	construccion
501	6	333	construccion
502	2	335	construccion
503	5	335	construccion
504	6	335	construccion
505	2	336	construccion
506	3	336	construccion
507	6	336	construccion
508	2	338	construccion
509	5	338	construccion
510	1	339	construccion
511	4	339	construccion
512	2	344	construccion
513	6	344	construccion
514	4	345	construccion
515	5	345	construccion
516	1	346	construccion
517	2	346	construccion
518	5	347	construccion
519	1	348	construccion
520	1	350	construccion
521	3	350	construccion
522	6	350	construccion
523	3	351	construccion
524	4	351	construccion
525	6	351	construccion
526	1	352	construccion
527	5	352	construccion
528	6	352	construccion
529	3	353	construccion
530	5	353	construccion
531	6	353	construccion
532	1	354	construccion
533	1	358	construccion
534	1	359	construccion
535	5	359	construccion
536	6	359	construccion
537	1	360	construccion
538	5	360	construccion
539	2	361	construccion
540	1	363	construccion
541	4	363	construccion
542	5	363	construccion
543	1	365	construccion
544	3	366	construccion
545	5	366	construccion
546	6	366	construccion
547	1	367	construccion
548	4	367	construccion
549	6	367	construccion
550	3	369	construccion
551	5	369	construccion
552	1	370	construccion
553	3	370	construccion
554	4	370	construccion
555	2	371	construccion
556	6	371	construccion
557	4	372	construccion
558	3	374	construccion
559	5	374	construccion
560	6	374	construccion
561	1	375	construccion
562	6	376	construccion
563	2	377	construccion
564	4	377	construccion
565	5	377	construccion
566	1	379	construccion
567	2	379	construccion
568	5	379	construccion
569	5	380	construccion
570	3	382	construccion
571	6	382	construccion
572	1	383	construccion
573	3	384	construccion
574	5	384	construccion
575	6	384	construccion
576	2	385	construccion
577	6	385	construccion
578	3	386	construccion
579	6	386	construccion
580	1	387	construccion
581	5	387	construccion
582	6	387	construccion
583	2	388	construccion
584	4	388	construccion
585	2	389	construccion
586	5	389	construccion
587	2	390	construccion
588	3	390	construccion
589	2	391	construccion
590	5	391	construccion
591	6	391	construccion
592	2	393	construccion
593	5	393	construccion
594	6	394	construccion
595	2	395	construccion
596	5	395	construccion
597	6	395	construccion
598	3	396	construccion
599	1	398	construccion
600	5	398	construccion
601	6	398	construccion
602	5	400	construccion
603	1	401	construccion
604	5	401	construccion
605	6	401	construccion
606	1	402	construccion
607	4	402	construccion
608	1	405	construccion
609	2	405	construccion
610	5	405	construccion
611	3	406	construccion
612	4	406	construccion
613	1	407	construccion
614	2	407	construccion
615	4	407	construccion
616	4	408	construccion
617	6	408	construccion
618	5	409	construccion
619	6	409	construccion
620	2	410	construccion
621	3	410	construccion
622	4	410	construccion
623	6	411	construccion
624	3	412	construccion
625	5	412	construccion
626	6	412	construccion
627	2	413	construccion
628	6	413	construccion
629	6	414	construccion
630	2	415	construccion
631	3	415	construccion
632	6	415	construccion
633	2	416	construccion
634	1	417	construccion
635	5	417	construccion
636	6	417	construccion
637	1	418	construccion
638	2	418	construccion
639	4	418	construccion
640	1	419	construccion
641	2	419	construccion
642	6	419	construccion
643	2	420	construccion
644	3	420	construccion
645	4	420	construccion
646	3	421	construccion
647	3	422	construccion
648	1	423	construccion
649	2	423	construccion
650	5	423	construccion
651	1	427	construccion
652	4	427	construccion
653	6	427	construccion
654	2	428	construccion
655	5	428	construccion
656	6	428	construccion
657	1	429	construccion
658	1	431	construccion
659	6	431	construccion
660	3	432	construccion
661	4	432	construccion
662	5	432	construccion
663	6	436	construccion
664	2	437	construccion
665	5	437	construccion
666	1	439	construccion
667	3	441	construccion
668	2	442	construccion
669	2	443	construccion
670	4	443	construccion
671	6	443	construccion
672	1	446	construccion
